1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,31498MNVLL1FOUN,110007355272,OWENS CORNING ROOFING & ASPHALT LLC,1 FOUNDATION DR,SAVANNAH,CHATHAM,GA,31408,,,32.100380,-81.140340,,OWENS CORNING,001317452,OWENS CORNING,NA,,NA,NO,324,Petroleum,,,,,,,324122,,,,,,1324222662417,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.210,0.000,0.000,0.000,0.000,0.000,0.000,47.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.210,47.210,0.000,0.000,0.000,47.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.210,,PRODUCTION,0.690
2024,30240THWHL1606E,110000357195,WHEELABRATOR,1606 EXECUTIVE DR,LAGRANGE,TROUP,GA,30240,,,33.007450,-85.062520,,NORICAN GROUP,059167010,NORICAN GROUP,NA,,NORICAN GROUP APS,NO,332,Fabricated Metals,,,,,,,332721,332710,,,,,1324222684387,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,9.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.160,0.000,0.000,0.000,0.000,0.000,0.000,16.160,0.000,3357.990,0.000,0.000,0.000,3357.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3374.150,25.840,0.000,0.000,9.680,16.160,0.000,0.000,0.000,0.000,3357.990,0.000,0.000,3383.830,,PRODUCTION,1.010
2024,30050CRGLL71BAR,110000355749,POLYNT COMPOSITES USA INC.,71 BARNETT RD,FOREST PARK,CLAYTON,GA,30297,,,33.614444,-84.386389,,POLYNT COMPOSITES USA INC,968259981,POLYNT COMPOSITES USA INC,NA,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1324222844730,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,686.900,82.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,769.800,0.048,0.152,0.200,0.000,0.000,0.000,0.000,0.000,0.000,290.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4113.000,0.000,0.000,4403.048,0.000,0.000,0.000,0.000,0.000,0.000,32806.000,0.000,32806.000,0.000,0.000,0.000,0.000,0.000,0.000,0.152,0.000,37209.200,5172.848,0.000,0.000,769.800,290.002,4113.046,0.000,32806.000,0.000,0.000,3481.780,0.152,41460.780,,PRODUCTION,0.750
2024,31907MTSSH1MUTE,110064271327,PANASONIC ENERGY CORPORATION OF AMERICA MATERIALS DIVISION,3701 SCHATULGA ROAD,COLUMBUS,MUSCOGEE,GA,31907,,,32.494100,-84.869660,,PANASONIC CORP OF N.A.,008919813,PANASONIC CORP OF NORTH AMERICA,,,NA,NO,332,Fabricated Metals,,,,,,,332431,,,,,,1324222724938,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.800,5.800,0.000,0.000,0.000,0.304,5.496,0.000,0.000,0.000,0.000,0.000,0.000,5.800,,PRODUCTION,1.000
2024,31521BRNSW14W9T,110020517412,BRUNSWICK CELLULOSE LLC,1400 W 9TH ST,BRUNSWICK,GLYNN,GA,31520,,,31.173147,-81.519247,,KOCH INC.,119316570,,NA,,NA,NO,322,Paper,,,,,,,322110,,,,,,1324222697738,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,150000.000,180000.000,45000.000,0.000,0.000,0.000,0.000,0.000,390.000,0.000,0.000,0.000,0.000,0.000,375390.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,375390.000,0.000,390.000,375000.000,0.000,0.000,7700000.000,0.000,0.000,0.000,8400000.000,0.000,16475390.000,,ACTIVITY,0.900
2024,31601SFTMR711IN,110000360822,SAFT AMERICA INC,711 GIL HARBIN INDUSTRIAL BLVD,VALDOSTA,LOWNDES,GA,31601,,,30.802660,-83.287630,,SAFT AMERICA INC,063152573,SAFT AMERICA INC,TOTAL SE,NA,TOTAL ENERGIES SE,NO,335,Electrical Equipment,,,,,,,335910,,,,,,1324222595439,Cadmium compounds,NO,N078,N078,649954,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,5.000,2.700,1.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.700,0.000,0.700,0.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.700,0.000,298182.000,0.000,0.000,0.000,298182.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,298432.700,259.700,0.000,0.000,9.000,0.476,250.224,0.000,0.000,1186.000,298182.000,0.000,0.000,299627.700,,PRODUCTION,0.480
2024,31601SFTMR711IN,110000360822,SAFT AMERICA INC,711 GIL HARBIN INDUSTRIAL BLVD,VALDOSTA,LOWNDES,GA,31601,,,30.802660,-83.287630,,SAFT AMERICA INC,063152573,SAFT AMERICA INC,TOTAL SE,NA,TOTAL ENERGIES SE,NO,335,Electrical Equipment,,,,,,,335910,,,,,,1324222595403,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75478.800,679309.200,754788.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75478.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,679309.200,0.000,754788.000,75478.800,0.000,0.000,0.000,0.000,75478.800,0.000,0.000,0.000,0.000,0.000,679309.200,754788.000,,PRODUCTION,1.390
2024,30336WNSCR4795F,110000357836,OWENS CORNING ROOFING & ASPHALT LLC ATLANTA,4795 FREDERICK DR,ATLANTA,FULTON,GA,30336,,,33.762500,-84.546110,,OWENS CORNING,NA,OWENS CORNING,NA,,NA,NO,324,Petroleum,,,,,,,324122,,,,,,1324222935102,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3370.000,0.000,0.000,0.000,0.000,0.000,0.000,3370.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3370.000,3372.000,0.000,0.000,2.000,3370.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3372.000,,PRODUCTION,0.950
2024,30162NLNDR238MA,110054076389,INTERNATIONAL PAPER ROME LINERBOARD MILL,238 MAYS BRIDGE RD,ROME,FLOYD,GA,30165,,,34.253517,-85.329016,,INTERNATIONAL PAPER CO,146782263,INTERNATIONAL PAPER CO,,,NA,NO,322,Paper,,,,,,,322130,321113,,,,,1324222941419,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,270000.000,1100000.000,3900.000,0.000,0.000,0.000,0.000,0.000,8.000,7.000,0.000,0.000,0.000,0.000,1373915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1373915.000,0.000,8.000,1373907.000,0.000,0.000,6817600.000,0.000,0.000,0.000,6000000.000,0.000,14191515.000,,PRODUCTION,1.070
2024,31415RZNCH121WL,110057337458,KRATON CHEMICAL CO LLC,1201 W LATHROP AVE,SAVANNAH,CHATHAM,GA,31415,,,32.097860,-81.121130,,KRATON CHEMICAL CO LLC,018330279,KRATON CHEMICAL CO LLC,NA,,,NO,325,Chemicals,,,,,,,325194,325211,,,,,1324222583433,Hydrogen sulfide,NO,0007783064,7783-06-4,154518,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,2433.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2433.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2433.000,0.000,0.000,2433.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2433.000,,PRODUCTION,1.200
2024,31323CHMTLCHEMI,110027375775,CHEMTALL INCORPORATED; FLOCRYL LLC,CHEMICAL PLANT RD,RICEBORO,LIBERTY,GA,31323,,,31.743668,-81.431776,,SNF HOLDING CO,878930965,SNF HOLDING CO,SNF GROUP SA,284907254,SNF GROUP SA,NO,325,Chemicals,,,,,,,325998,325199,,,,,1324222927978,Acrylic acid,NO,0000079107,79-10-7,7617,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1300.000,27000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28300.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,9.000,0.000,0.000,28.000,0.000,0.000,8.000,36.000,0.000,45.000,28300.000,0.000,0.000,28000.000,0.000,0.000,0.000,9.000,0.000,0.000,210.000,36.000,28255.000,,PRODUCTION,1.070
2024,30903CLMBN23COL,110000516120,PCS NITROGEN FERTILIZER LP,1460 COLUMBIA NITROGEN DR,AUGUSTA,RICHMOND,GA,30901,,,33.426976,-81.932898,,NUTRIEN US TOPCO LLC.,119290213,,NA,,,NO,325,Chemicals,,,,,,,325311,,,,,,1324222506735,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5034.000,7476.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12510.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12510.000,0.000,0.000,12510.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12510.000,,PRODUCTION,0.890
2024,30060LFRGM11MAR,110022447645,ARGOS MARIETTA CONCRETE PLANT,101 MARR AVE,MARIETTA,COBB,GA,30060,,,33.974940,-84.555890,,SUMMIT MATERIALS LLC,025835321,,NA,,,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222429161,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.130,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,,PRODUCTION,1.000
2024,3018WPRNTP285AN,110041967841,PRINTPACK INC.,285 ANDREW WAY,VILLA RICA,CARROLL,GA,30180,,,33.739160,-84.959990,,PRINTPACK INC,003274545,PRINTPACK INC,,,,NO,326,Plastics and Rubber,,,,,,,326112,,,,,,1324222634608,Ozone,NO,0010028156,10028-15-6,166678,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,23277.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23277.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23277.000,0.000,0.000,23277.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23277.000,,PRODUCTION,1.030
2024,30134YNGRF7982H,110041343070,BITUMAR (GEORGIA) INC.,7982 HUEY RD,DOUGLASVILLE,DOUGLAS,GA,30134,,,33.761840,-84.732840,,BITUMAR USA INC,839694077,BITUMAR USA INC,NA,,NA,NO,324,Petroleum,,,,,,,324121,,,,,,1324222885574,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,10.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,45.000,,PRODUCTION,0.970
2024,30903CLMBN23COL,110000516120,PCS NITROGEN FERTILIZER LP,1460 COLUMBIA NITROGEN DR,AUGUSTA,RICHMOND,GA,30901,,,33.426976,-81.932898,,NUTRIEN US TOPCO LLC.,119290213,,NA,,,NO,325,Chemicals,,,,,,,325311,,,,,,1324222506750,Mercury compounds,NO,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,2.460,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.483,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,2.505,0.000,0.000,2.483,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,2.505,,PRODUCTION,0.920
2024,30279STNDR145ST,110000357417,STANDRIDGE COLOR CORP,145 STANDRIDGE DR,SOCIAL CIRCLE,WALTON,GA,30025,,,33.656228,-83.718231,,STANDRIDGE COLOR CORP,088602917,STANDRIDGE COLOR CORP,NA,,NA,NO,325,Chemicals,,,,,,,325991,,,,,,1324222706703,Aluminum (fume or dust),NO,0007429905,7429-90-5,149476,NO,TRI,NO,Metals with qualifiers,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,31521BRNSW14W9T,110020517412,BRUNSWICK CELLULOSE LLC,1400 W 9TH ST,BRUNSWICK,GLYNN,GA,31520,,,31.173147,-81.519247,,KOCH INC.,119316570,,NA,,NA,NO,322,Paper,,,,,,,322110,,,,,,1324222697815,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,93000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93000.000,0.000,0.000,93000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93000.000,,ACTIVITY,0.940
2024,31402NNCMPWESTL,110000740958,INTERNATIONAL PAPER CO - SAVANNAH COMPLEX,1201 W LATHROP AVE,SAVANNAH,CHATHAM,GA,31415,,,32.097860,-81.121130,,INTERNATIONAL PAPER CO,001316561,INTERNATIONAL PAPER CO,NA,,NA,NO,322,Paper,,,,,,,322130,,,,,,1324222799710,Mercury  And Mercury Compounds,YES,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,13.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,0.000,0.000,13.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,,PRODUCTION,1.100
2024,3130WHYNDM15GEN,,HYUNDAI MOTOR GROUP METAPLANT AMERICA LLC,1500 GENESIS DRIVE,ELLABELL,BRYAN,GA,31308,,,32.166231,-81.450547,,NA,,,HYUNDAI MOTOR CO,687746024,,NO,336,Transportation Equipment,,,,,,,336110,,,,,,1324222901605,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,259.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,259.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12380.000,0.000,0.000,0.000,0.000,12380.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12380.000,259.000,0.000,0.000,259.000,0.000,0.000,0.000,0.000,0.000,12380.000,2442.000,0.000,15081.000,,,
2024,30228STHRN30GEO,110000357015,SOUTHERN STATES LLC,30 GEORGIA AVE,HAMPTON,HENRY,GA,30228,,,33.385320,-84.289110,,SOUTHERN STATES LLC,080084361,SOUTHERN STATES LLC,NA,,NA,NO,335,Electrical Equipment,,,,,,,335313,,,,,,1324222805234,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.010,0.000,0.010,0.000,71.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.410,0.000,2045.000,0.000,0.000,0.000,2045.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2116.410,73.410,0.000,0.000,2.000,0.008,71.402,0.000,0.000,0.000,2045.000,0.000,0.000,2118.410,,PRODUCTION,1.100
2024,3054WMRGNC494NE,110070027962,MORGAN CONCRETE CO - JEFFERSON PLANT,494 NEW SALEM CHURCH RD,JEFFERSON,JACKSON,GA,30549,,,34.142700,-83.638680,,MORGAN CONCRETE CO,010123495,,NA,,,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222439061,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,30050CRGLL71BAR,110000355749,POLYNT COMPOSITES USA INC.,71 BARNETT RD,FOREST PARK,CLAYTON,GA,30297,,,33.614444,-84.386389,,POLYNT COMPOSITES USA INC,968259981,POLYNT COMPOSITES USA INC,NA,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1324222844641,Ethylbenzene,NO,0000100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,341.100,46.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,387.160,1.632,1.768,3.400,0.000,0.000,0.000,0.000,0.000,0.000,290.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2595.000,0.000,0.000,2886.632,0.000,0.000,0.000,0.000,0.000,0.000,11209.000,0.000,11209.000,0.000,0.000,0.000,0.000,0.000,0.000,1.768,0.000,14097.400,3273.792,0.000,0.000,387.160,290.102,2596.530,0.000,11209.000,0.000,0.000,2090.350,1.768,16574.910,,PRODUCTION,0.750
